theta;RFC;;KNN;;GNB;;SVC;
0.33133985;84.42502;1.567532743;94.34451;0.833342733;86.11946;1.347944527;86.62779;1.244457756
0.343611696;84.6458;1.270822198;94.34723;0.831612889;86.12636;1.385108512;86.67919;1.260479057
0.355883543;84.51391;1.553019138;94.40137;0.840157386;86.13054;1.400919258;86.7667;1.253736842
0.368155389;84.71393;1.531394654;94.425;0.878158368;86.09864;1.437613589;86.79718;1.240703699
0.380427235;84.79307;1.486352665;94.4639;0.917495226;86.06804;1.348092355;86.85828;1.254592978
0.392699082;84.46811;1.572193626;94.4986;0.923098131;86.09998;1.392542509;86.83057;1.245583054
0.404970928;84.63055;1.465426766;94.5347;0.924421078;86.21107;1.427507312;86.85555;1.223377614
0.417242774;84.78889;1.470456568;94.56248;0.95179368;86.25553;1.466942967;86.92082;1.204440977
0.429514621;84.77913;1.33034266;94.57501;0.953718003;86.22779;1.466029749;86.96252;1.210239955
0.441786467;84.85142;1.533218798;94.59584;0.942371495;86.23753;1.465119288;86.97497;1.196181579
0.454058313;84.77079;1.522229387;94.62916;0.930015266;86.2056;1.531810543;86.94583;1.214382691
0.46633016;84.79584;1.44131743;94.64722;0.921164584;86.1403;1.549301794;86.90971;1.231234984
0.478602006;84.93463;1.586441002;94.64165;0.912469949;86.13886;1.519812719;86.85276;1.235488196
0.490873852;84.53471;1.496314521;94.68468;0.90813925;86.10415;1.474159343;86.88614;1.24024629
0.503145698;84.775;1.503587098;94.6875;0.902536553;86.1667;1.502606306;86.85972;1.250392011
0.515417545;84.92085;1.433776157;94.70972;0.898178168;86.15138;1.56625658;86.8889;1.233060692
0.527689391;84.90559;1.461908356;94.71246;0.887605582;86.17641;1.500264597;86.92639;1.220418894
0.539961237;84.85274;1.620577672;94.7083;0.884855655;86.20419;1.508300996;86.99439;1.249768362
0.552233084;84.98325;1.494989601;94.70139;0.874757314;86.19724;1.509325473;87.01529;1.269648584
0.56450493;84.95415;1.458315983;94.72364;0.860555152;86.21388;1.453975944;87.00419;1.269011227
0.576776776;84.95971;1.451354073;94.73058;0.869083335;86.18748;1.45936048;87.0028;1.287437983
0.589048623;84.78609;1.628759375;94.71529;0.852856052;86.18193;1.42691215;87.02503;1.238068314
0.601320469;84.7319;1.492759361;94.71667;0.856144346;86.13329;1.465382696;87.01948;1.258970281
0.613592315;85.03472;1.366662431;94.73189;0.847867229;86.15142;1.46306596;87.05004;1.261865769
0.625864161;84.87366;1.654981264;94.72357;0.863885921;86.13058;1.534921901;87.01669;1.228544925
0.638136008;85.01249;1.527360026;94.74163;0.86023179;86.13611;1.475669698;87.01252;1.217369176
0.650407854;85.03331;1.404000817;94.7472;0.860744166;86.09996;1.510383646;87.06664;1.18620314
0.6626797;84.90562;1.522062816;94.72774;0.847547233;86.10697;1.472413057;87.06526;1.173831825
0.674951547;84.8875;1.496465178;94.73741;0.84501606;86.08329;1.498351303;87.03467;1.188011692
0.687223393;84.85002;1.519207951;94.72074;0.838786452;86.15697;1.527679328;87.00969;1.169164075
0.699495239;84.84028;1.45640447;94.75267;0.860353358;86.1389;1.542559428;87.07777;1.155008942
0.711767086;85.02774;1.43103013;94.76657;0.846190277;86.12218;1.576480621;87.04443;1.158709319
0.724038932;84.83609;1.476627882;94.76934;0.845134075;86.16245;1.545798534;87.03056;1.1274085
0.736310778;84.91806;1.319350331;94.77215;0.842202189;86.22083;1.561994053;87.01391;1.129970195
0.748582624;84.9764;1.530201078;94.75408;0.830270844;86.27364;1.523565867;86.97361;1.143195547
0.760854471;84.94586;1.311752126;94.75135;0.841623281;86.27075;1.516292811;86.92916;1.169795193
0.773126317;84.83886;1.481704168;94.72636;0.84603958;86.24998;1.548023062;86.8875;1.194001085
0.785398163;84.85273;1.598428308;94.74577;0.834915299;86.25136;1.569572098;86.88886;1.23510432
0.79767001;84.81951;1.429395967;94.71526;0.864703841;86.21244;1.516725824;86.90972;1.248770572
0.809941856;84.82081;1.336222674;94.70553;0.874466071;86.17365;1.45683153;86.87781;1.200158579
0.822213702;85.05274;1.62241296;94.68884;0.877755054;86.20835;1.466797003;86.80975;1.187860955
0.834485549;84.81527;1.501536838;94.70271;0.888440468;86.21389;1.494314277;86.75281;1.179139056
0.846757395;85.04299;1.552913259;94.68885;0.881235614;86.31666;1.557840006;86.74862;1.19896049
0.859029241;84.90699;1.637190786;94.69164;0.894545198;86.35969;1.602250915;86.77781;1.244303819
0.871301088;84.83337;1.407234051;94.67913;0.873605731;86.39029;1.646426818;86.73754;1.264044267
0.883572934;84.84721;1.598565828;94.67498;0.879219131;86.45419;1.632434573;86.79584;1.286996385
0.89584478;84.58332;1.443001981;94.65831;0.885443603;86.46251;1.626789541;86.75834;1.258958428
0.908116626;84.92641;1.542649144;94.66524;0.904337129;86.41665;1.635960307;86.75138;1.265626507
0.920388473;85.0403;1.439727367;94.63192;0.899658665;86.39859;1.589989164;86.74441;1.270233239
0.932660319;84.88188;1.553529808;94.63613;0.904910268;86.31116;1.631141188;86.66668;1.302011535
0.944932165;84.63892;1.478882008;94.62362;0.909093073;86.30975;1.597575735;86.61522;1.325538883
0.957204012;84.86248;1.401829843;94.62222;0.899927437;86.31806;1.656932412;86.63753;1.308055132
0.969475858;84.78892;1.396029517;94.62087;0.892787821;86.39449;1.636390335;86.64587;1.257744399
0.981747704;84.85142;1.436977169;94.6278;0.89040164;86.46665;1.622039059;86.59861;1.261725683
0.994019551;84.88056;1.418568302;94.59169;0.865320365;86.38748;1.581433056;86.56529;1.293520423
1.006291397;84.94724;1.565294944;94.55413;0.880905837;86.37079;1.54642149;86.57362;1.265071166
1.018563243;84.76527;1.448819995;94.51664;0.881619187;86.33189;1.477750932;86.58332;1.272180261
1.030835089;84.8861;1.48840001;94.49723;0.904386531;86.33194;1.485967946;86.5292;1.201624892
1.043106936;84.83888;1.417417118;94.48888;0.905650101;86.29445;1.542615586;86.55696;1.210183266
1.055378782;84.73188;1.442748046;94.51112;0.900197415;86.32497;1.525171397;86.60971;1.19960918
1.067650628;84.91946;1.520589796;94.51253;0.896768682;86.34168;1.591996896;86.56803;1.256977402
1.079922475;84.94726;1.56357636;94.51531;0.894596297;86.41942;1.496481174;86.62913;1.250752259
1.092194321;84.94029;1.407012397;94.53895;0.889961307;86.49164;1.472025778;86.60415;1.229063215
1.104466167;84.84863;1.432259562;94.60425;0.914818128;86.53748;1.495019435;86.65418;1.198660397
1.116738014;84.93195;1.36118758;94.59864;0.873327356;86.48057;1.520863211;86.58474;1.186863468
1.12900986;84.96251;1.487417746;94.57922;0.884874348;86.51111;1.502624264;86.59306;1.195615463
1.141281706;85.00276;1.354758939;94.57777;0.908625334;86.46942;1.455249657;86.55557;1.189564797
1.153553552;84.98057;1.469772603;94.53192;0.899849073;86.46108;1.463981849;86.54587;1.202605036
1.165825399;84.94168;1.594512997;94.50698;0.903405357;86.49307;1.466655435;86.47914;1.190820423
1.178097245;84.71668;1.488632002;94.49308;0.901235315;86.4278;1.488059125;86.53607;1.201674176
1.190369091;84.83056;1.598421592;94.4806;0.8818308;86.38056;1.572933338;86.46385;1.167758377
1.202640938;84.78752;1.503921477;94.45279;0.880780475;86.41385;1.531857744;86.44863;1.137575621
1.214912784;84.71527;1.518265806;94.44168;0.898377558;86.39162;1.521627732;86.42216;1.127279821
1.22718463;84.62637;1.460780303;94.44033;0.889437396;86.37639;1.565448216;86.3694;1.161046071
1.239456477;84.79586;1.466647442;94.44033;0.896147689;86.26803;1.580413;86.37358;1.206824844
1.251728323;84.61671;1.55677937;94.4153;0.916313773;86.28609;1.457268308;86.39445;1.253507187
1.264000169;84.49444;1.491298289;94.39588;0.930307544;86.27641;1.448907893;86.38475;1.234550043
1.276272016;84.65417;1.855882911;94.39582;0.917607229;86.17087;1.448414296;86.32917;1.206377769
1.288543862;84.62357;1.741706693;94.36942;0.896326929;86.16665;1.45148086;86.27083;1.214510964
1.300815708;84.71801;1.565845506;94.35002;0.904176266;86.15277;1.371242268;86.26113;1.207548522
1.313087554;84.70138;1.418861458;94.33192;0.923320493;86.13897;1.452969783;86.18052;1.217849535
1.325359401;84.69997;1.375358757;94.31942;0.923239808;86.10835;1.496139635;86.18335;1.205302521
1.337631247;84.39578;1.491069218;94.31804;0.902672177;86.07084;1.497217765;86.15285;1.263160199
1.349903093;84.56528;1.392686505;94.29303;0.918169804;86.12081;1.575829634;86.16532;1.250739436
1.36217494;84.25979;1.505308216;94.28048;0.925563725;86.11387;1.511899465;86.0861;1.240755129
1.374446786;84.23199;1.536931941;94.24719;0.917538148;86.06666;1.531059844;85.97505;1.326249165
1.386718632;84.39028;1.53545011;94.15972;0.909534024;85.96389;1.534003611;85.84723;1.323323489
1.398990479;84.48474;1.36343411;94.10554;0.932558893;85.88612;1.504252946;85.71391;1.360844143
1.411262325;84.25002;1.443932969;94.08883;0.942865113;85.93746;1.495812471;85.67918;1.355001405
1.423534171;84.10691;1.535343454;94.05275;0.943281765;85.88473;1.472966421;85.60001;1.29749573
1.435806017;84.17218;1.570661455;94.0375;0.929248175;85.83188;1.454200965;85.54306;1.267912078
1.448077864;84.00558;1.523054596;93.99582;0.947453581;85.81944;1.578135503;85.5153;1.323633798
1.46034971;84.03888;1.530140486;93.96806;0.954857097;85.76809;1.513368779;85.4653;1.270252719
1.472621556;84.13053;1.604219963;93.91391;0.96173773;85.64025;1.518776642;85.40554;1.315837774
1.484893403;83.78057;1.598909486;93.86525;0.965097667;85.58748;1.496472823;85.36112;1.301328908
1.497165249;84;1.476639414;93.79167;0.973657887;85.54441;1.550534134;85.28471;1.3209023
1.509437095;83.89999;1.580763901;93.76251;0.977976498;85.4681;1.541325608;85.19721;1.330720574
1.521708942;83.82363;1.31755175;93.71671;0.957657029;85.45831;1.548785419;85.19865;1.337459004
1.533980788;83.87084;1.433562728;93.66115;0.947000574;85.49862;1.512731389;85.09859;1.379584554
1.546252634;83.77775;1.412461981;93.62642;0.956182118;85.50565;1.511309203;85.03751;1.363786658
1.55852448;83.71392;1.604335325;93.61533;0.970319185;85.4417;1.523236571;84.98611;1.343797157
1.570796327;83.55697;1.563054442;93.57504;0.968564328;85.42362;1.577403282;84.87498;1.397037329
1.583068173;83.63055;1.580911594;93.53617;0.995034874;85.2861;1.478971518;84.88333;1.36388886
1.595340019;83.67359;1.523800132;93.49592;0.995571009;85.17774;1.444858143;84.7986;1.327476086
1.607611866;83.53466;1.512112841;93.47229;1.005981375;85.17498;1.522412999;84.84025;1.368957796
1.619883712;83.50275;1.635426546;93.44029;1.000925115;85.2514;1.567252934;84.78052;1.349326495
1.632155558;83.33888;1.529480018;93.40559;0.990225864;85.22638;1.54554827;84.71249;1.359493637
1.644427405;83.33615;1.460424913;93.3722;0.995161263;85.20134;1.550131396;84.69025;1.375742253
1.656699251;83.19173;1.591540756;93.33331;0.980913887;85.16802;1.540796424;84.73188;1.331644887
1.668971097;83.36112;1.53018786;93.2944;0.958448799;85.12082;1.531628828;84.6819;1.350768918
1.681242944;83.35411;1.547144886;93.23327;0.960050351;85.09999;1.562552889;84.62634;1.35312415
1.69351479;83.09165;1.537086311;93.19853;0.975292166;85.07358;1.607791393;84.57915;1.319416556
1.705786636;83.17363;1.710222311;93.17217;0.966420427;85.09302;1.602064006;84.52359;1.36354769
1.718058482;83.19305;1.725767136;93.1458;0.947181904;84.99026;1.566908265;84.51527;1.368195913
1.730330329;82.96248;1.611965573;93.11806;0.965553518;84.94304;1.619871519;84.4736;1.379718855
1.742602175;82.94308;1.595344675;93.08339;0.946064965;84.92086;1.590181556;84.54861;1.357756612
1.754874021;82.96806;1.571234233;93.02643;0.927821494;84.92782;1.562911676;84.51249;1.350473676
1.767145868;82.79164;1.642317944;92.99448;0.93489063;84.92919;1.585430066;84.48058;1.343916278
1.779417714;82.63336;1.502980602;92.96116;0.936839183;84.90837;1.576268845;84.48194;1.347717098
1.79168956;82.64857;1.515107925;92.93199;0.934988861;84.9;1.600767972;84.39721;1.386667057
1.803961407;82.65;1.533113636;92.91666;0.937458353;84.84719;1.587885208;84.38608;1.367611514
1.816233253;82.88747;1.39809475;92.87918;0.936646939;84.82081;1.559295397;84.36941;1.376242145
1.828505099;82.60142;1.6370921;92.84726;0.914000882;84.81944;1.548917786;84.37775;1.400982379
1.840776945;82.6681;1.672596637;92.82501;0.928384732;84.81386;1.56731561;84.38608;1.356998037
1.853048792;82.69863;1.561269532;92.78196;0.940411579;84.76806;1.570834064;84.33472;1.316907552
1.865320638;82.68612;1.506443522;92.7375;0.942840798;84.67778;1.609556334;84.34033;1.32565058
1.877592484;82.5125;1.532604701;92.71942;0.94384589;84.61805;1.630860873;84.31669;1.370254164
1.889864331;82.41943;1.649574559;92.67223;0.944236346;84.50278;1.592091804;84.28474;1.333396922
1.902136177;82.74442;1.509775448;92.67084;0.944608752;84.47504;1.719147643;84.28472;1.317102563
1.914408023;82.54719;1.450630144;92.67221;0.932958244;84.44164;1.694138291;84.20141;1.311360531
1.92667987;82.08888;1.577453367;92.64722;0.930839326;84.43889;1.662979374;84.13192;1.347518124
1.938951716;82.28199;1.492124944;92.6292;0.931565145;84.39025;1.653005985;84.07776;1.388551073
1.951223562;82.35971;1.550294864;92.61946;0.928827125;84.36669;1.660536508;84.08889;1.374543902
1.963495408;82.29169;1.511991347;92.62223;0.923067407;84.3764;1.686177185;84.12642;1.369356339
1.975767255;82.0056;1.896343598;92.62361;0.920453278;84.36947;1.656758482;84.05976;1.376418818
1.988039101;82.11115;1.560868434;92.59584;0.926060103;84.43333;1.69063132;84.00838;1.358660736
2.000310947;82.2986;1.658014722;92.60276;0.911135864;84.40281;1.730235208;83.99441;1.344997109
2.012582794;81.99996;1.522358433;92.60276;0.911117568;84.35694;1.686199744;83.98893;1.319602639
2.02485464;82.26529;1.464552623;92.60693;0.928362927;84.35414;1.67028315;83.98889;1.34161405
2.037126486;81.9;1.446281764;92.62635;0.930094225;84.31522;1.608852694;83.91112;1.329615886
2.049398333;82.0236;1.577270725;92.6208;0.914335103;84.29165;1.606134916;83.89588;1.336529493
2.061670179;82.06943;1.482713352;92.62914;0.90789734;84.31526;1.599113677;83.83888;1.356621099
2.073942025;81.7514;1.681530012;92.62499;0.933694109;84.31806;1.571944088;83.85001;1.422656055
2.086213872;82.05698;1.717778688;92.62919;0.923872769;84.29586;1.552102883;83.81948;1.393066635
2.098485718;81.91945;1.455421241;92.6167;0.916233076;84.26252;1.571796618;83.79168;1.406296099
2.110757564;81.85977;1.600787643;92.59445;0.89409066;84.17917;1.576036377;83.78335;1.445393672
2.12302941;81.69306;1.658150861;92.58887;0.888599805;84.12084;1.549453805;83.70556;1.417998126
2.135301257;81.6667;1.749128466;92.5917;0.883290785;84.14721;1.525494833;83.74168;1.360519936
2.147573103;81.98336;1.643157865;92.58335;0.890421814;84.1611;1.571660469;83.69862;1.370113089
2.159844949;81.80418;1.635873133;92.57361;0.907699674;84.14855;1.563779635;83.63888;1.395286804
2.172116796;81.84865;1.593843978;92.55694;0.904646902;84.16528;1.596532318;83.60974;1.400018311
2.184388642;81.67915;1.613839963;92.5486;0.923908859;84.11668;1.625256348;83.60974;1.3978065
2.196660488;81.67638;1.333412448;92.54311;0.929991182;84.11392;1.590364202;83.6403;1.365819831
2.208932335;81.59723;1.646907197;92.53065;0.907090992;84.1375;1.535490837;83.59857;1.382481069
2.221204181;81.69581;1.634211637;92.52088;0.905332572;84.15144;1.512052409;83.6347;1.355969362
2.233476027;81.74444;1.523016877;92.51807;0.910291011;84.0625;1.491149607;83.60554;1.402273585
2.245747873;81.81529;1.555264481;92.49583;0.916383447;84.03194;1.468206381;83.5792;1.367046685
2.25801972;81.45;1.706728086;92.49724;0.912694693;83.97642;1.514582043;83.56389;1.411095099
2.270291566;81.56381;1.552027814;92.50002;0.911002239;83.95275;1.499951928;83.59443;1.410263048
2.282563412;81.44585;1.729585322;92.5167;0.893749501;83.93475;1.517291669;83.57914;1.38639014
2.294835259;81.71529;1.587135125;92.532;0.887812807;83.9722;1.514976191;83.64304;1.415522433
2.307107105;81.47362;1.551944534;92.53757;0.893659423;84.01948;1.504643649;83.61807;1.422931933
2.319378951;81.71109;1.492613742;92.53758;0.898823578;84.00417;1.503837325;83.67917;1.436681545
2.331650798;81.53336;1.481509936;92.52922;0.903604743;83.99722;1.542555183;83.63055;1.450706403
2.343922644;81.51387;1.390589578;92.52647;0.918765133;83.99166;1.498955264;83.62639;1.407791909
2.35619449;81.45555;1.584263535;92.52231;0.922926039;84.00971;1.525210525;83.62222;1.416787081
2.368466337;81.74308;1.716321064;92.53342;0.93151187;84.00418;1.491394766;83.6278;1.415601222
2.380738183;81.35421;1.575640253;92.54447;0.933526255;84.03059;1.475716254;83.58754;1.414460826
2.393010029;81.6986;1.697147866;92.53473;0.937789836;84.0625;1.45712892;83.58748;1.387761208
2.405281875;81.40698;1.639621011;92.54029;0.935504391;84.06671;1.48192581;83.56252;1.422143913
2.417553722;81.69447;1.704968108;92.55419;0.929210942;84.08751;1.425831263;83.52637;1.42125723
2.429825568;81.47642;1.637977461;92.56394;0.919279292;84.11804;1.428272838;83.51251;1.440050628
2.442097414;81.51523;1.596642326;92.57089;0.919292031;84.14721;1.449664149;83.5278;1.469095136
2.454369261;81.39029;1.690288249;92.58062;0.920273142;84.16391;1.458929999;83.5389;1.420106549
2.466641107;81.54997;1.704180187;92.58894;0.916338462;84.15834;1.467712235;83.51253;1.459706357
2.478912953;81.3486;1.432519591;92.60143;0.921466725;84.18049;1.476841403;83.53895;1.46344679
2.4911848;81.44163;1.645922457;92.61393;0.919275565;84.14305;1.494201977;83.56113;1.458160771
2.503456646;81.54167;1.594417342;92.62781;0.917448753;84.14441;1.510157615;83.53608;1.465435524
2.515728492;81.70139;1.607673897;92.63058;0.926879401;84.14164;1.510380538;83.53611;1.42796364
2.528000338;81.57494;1.610668965;92.65142;0.937492466;84.15975;1.536875365;83.54998;1.447013884
2.540272185;81.56951;1.72825418;92.66114;0.936598965;84.18753;1.522587038;83.57914;1.41802043
2.552544031;81.38753;1.478302462;92.67781;0.924859705;84.19165;1.526939569;83.65557;1.422737441
2.564815877;81.48336;1.612042062;92.70976;0.915521787;84.19723;1.5715276;83.62639;1.418522195
2.577087724;81.40696;1.462314904;92.7417;0.918675247;84.24025;1.534668735;83.6764;1.408832843
2.58935957;81.51806;1.50695613;92.75976;0.912578327;84.21108;1.504822213;83.67641;1.3801702
2.601631416;81.3722;1.5580362;92.75837;0.919008603;84.20275;1.512808768;83.70693;1.391935324
2.613903263;81.67078;1.90461221;92.78337;0.915206235;84.19303;1.541186351;83.70836;1.361900727
2.626175109;81.60699;1.515119444;92.78614;0.90778351;84.23471;1.513661186;83.75415;1.366700482
2.638446955;81.67364;1.554741725;92.81947;0.906217617;84.20975;1.497898864;83.78192;1.360237822
2.650718801;81.29726;1.75928408;92.81808;0.911671352;84.2611;1.498068413;83.8291;1.408363053
2.662990648;81.73332;1.545797276;92.84589;0.897861324;84.24861;1.500788232;83.87358;1.414433747
2.675262494;81.75423;1.59083341;92.87228;0.909020628;84.25692;1.499516313;83.86385;1.360749157
2.68753434;81.54031;1.76439288;92.89448;0.919504937;84.24166;1.505316148;83.92918;1.362447139
2.699806187;81.73053;1.890377261;92.91807;0.920513468;84.28199;1.546516696;83.94721;1.338802773
2.712078033;81.83473;1.570560816;92.93612;0.926496986;84.32081;1.522802231;83.95558;1.334983087
2.724349879;81.84159;1.641060914;92.95835;0.935907628;84.34999;1.52531976;84.00276;1.324468611
2.736621726;81.86524;1.650863563;92.99165;0.942877684;84.40836;1.5226475;84.04166;1.376606903
2.748893572;81.75284;1.533638508;93.00136;0.937030688;84.43337;1.523312152;84.04717;1.40407408
2.761165418;82.0389;1.689884893;93.06253;0.932618394;84.50136;1.504436822;84.06945;1.353617327
2.773437265;81.87642;1.547679839;93.09306;0.927092388;84.51253;1.506397241;84.15555;1.372886014
2.785709111;82.03197;1.831990041;93.09583;0.930546915;84.52778;1.492945555;84.17777;1.395907245
2.797980957;82.03613;1.769865818;93.14717;0.948546204;84.54442;1.4842779;84.2139;1.366480322
2.810252803;82.02363;1.664255231;93.18748;0.942701846;84.52639;1.384173045;84.30558;1.416670612
2.82252465;82.16527;1.744713895;93.2208;0.940871628;84.57219;1.379055406;84.3042;1.431466409
2.834796496;82.09993;1.539480011;93.24718;0.944808704;84.60001;1.454180776;84.40558;1.37294295
2.847068342;82.51665;1.623271927;93.27082;0.942664271;84.63195;1.469934729;84.42225;1.407512063
2.859340189;82.41947;1.870592566;93.31804;0.933921356;84.67504;1.46888201;84.475;1.349256684
2.871612035;82.51112;1.649548916;93.38053;0.927546392;84.69997;1.486782603;84.48053;1.374209791
2.883883881;82.52083;1.619276765;93.41109;0.929432807;84.73053;1.506808378;84.5306;1.383039407
2.896155728;82.53333;1.721357488;93.46802;0.947978365;84.78195;1.58393175;84.61803;1.393074222
2.908427574;82.6111;1.720003253;93.48609;0.924900925;84.80831;1.553752359;84.68613;1.334331883
2.92069942;82.61945;1.549456894;93.51248;0.919262188;84.81384;1.502488807;84.76947;1.322643894
2.932971266;82.62226;1.643757017;93.56525;0.885650308;84.88746;1.523709214;84.85003;1.344793051
2.945243113;82.98187;1.467622006;93.58607;0.873857028;85.02081;1.496483549;84.8973;1.345836866
2.957514959;83.01527;1.694817352;93.5972;0.895483222;85.01806;1.600916649;84.96807;1.371959148
2.969786805;82.87919;1.550451216;93.61943;0.925623252;85.05837;1.593825798;84.97912;1.325111537
2.982058652;83.17358;1.533141775;93.6569;0.917516479;85.12783;1.566528264;85.07083;1.285562827
2.994330498;82.90417;1.555744163;93.74579;0.899311607;85.17778;1.57220826;85.11389;1.277620811
3.006602344;82.81253;1.649733539;93.82359;0.883546106;85.2889;1.6189813;85.23895;1.275471673
3.018874191;83.19442;1.64219678;93.92642;0.858402984;85.34864;1.567321744;85.37642;1.324097309
3.031146037;83.23604;1.629969742;93.96389;0.861204237;85.38336;1.495745202;85.43892;1.28867129
3.043417883;83.43199;1.474598803;94.05;0.873297681;85.42222;1.483224545;85.49864;1.252145523
3.055689729;83.51944;1.548075633;94.06807;0.858714088;85.4695;1.51379635;85.5403;1.30302843
3.067961576;83.62361;1.523856699;94.12084;0.890198683;85.5903;1.537142814;85.58612;1.291067421
3.080233422;83.35557;1.514677796;94.14583;0.904069091;85.70553;1.503932508;85.6028;1.338533892
3.092505268;83.46945;1.700234674;94.17631;0.875414356;85.77363;1.476808509;85.62226;1.337785496
3.104777115;83.9444;1.57983896;94.21803;0.835087689;85.84721;1.475055594;85.6875;1.242130537
3.117048961;83.68471;1.560587974;94.21528;0.843956054;85.7694;1.461493914;85.66807;1.351414609
3.129320807;84.07492;1.445983227;94.20972;0.828554381;85.78892;1.463696934;85.73748;1.398261445
3.141592654;83.88055;1.459885943;94.17781;0.821125943;85.87082;1.44309063;85.80137;1.31806467
3.1538645;83.68751;1.400013232;94.19449;0.804859857;85.91525;1.448151203;85.88335;1.321463933
3.166136346;83.82086;1.602057296;94.18617;0.824293528;85.94727;1.490139395;85.83611;1.29437795
3.178408193;83.7416;1.547452474;94.21807;0.846607279;86.03614;1.511174967;85.8111;1.292191731
3.190680039;83.65555;1.61458188;94.18339;0.846751804;86.01666;1.457978815;85.76805;1.269828858
3.202951885;83.70827;1.630119203;94.16807;0.85200451;86.00695;1.415529148;85.76108;1.2531646
3.215223731;83.78192;1.40324932;94.14445;0.873993254;86.08473;1.418238928;85.72361;1.255754927
3.227495578;83.74442;1.684626696;94.09581;0.873035941;86.17771;1.328906026;85.77083;1.251750463
3.239767424;83.78604;1.329714871;94.08333;0.889754697;86.20416;1.439800019;85.77087;1.252669355
3.25203927;83.54439;1.551368743;94.13197;0.871459287;86.1972;1.352748425;85.74858;1.207448965
3.264311117;83.67638;1.390781131;94.17644;0.868776062;86.29163;1.401315979;85.86245;1.161088846
3.276582963;84.0556;1.539909835;94.18614;0.883051607;86.30694;1.457110667;85.80004;1.236401075
3.288854809;83.81805;1.696176567;94.18612;0.910427617;86.28752;1.395635185;85.7528;1.217003361
3.301126656;83.68194;1.628675528;94.21253;0.906790245;86.25694;1.385406993;85.69583;1.189645141
3.313398502;83.84724;1.552037591;94.21528;0.916192011;86.17916;1.356902787;85.69724;1.236809154
3.325670348;83.87497;1.455559641;94.22641;0.908748767;86.14588;1.359621354;85.67088;1.208289413
3.337942194;83.73471;1.591337452;94.22501;0.892230088;86.13887;1.358961527;85.70702;1.179022646
3.350214041;83.73196;1.447572664;94.25416;0.896879677;86.18609;1.382674937;85.72362;1.224313528
3.362485887;83.73888;1.734501175;94.22503;0.881779547;86.07501;1.483139147;85.64582;1.175161116
3.374757733;83.48055;1.503252503;94.21252;0.869623177;85.93336;1.452848626;85.57081;1.153548783
3.38702958;83.54725;1.584413743;94.22641;0.873218084;85.96249;1.514396187;85.46105;1.180316952
3.399301426;83.57635;1.664385498;94.2292;0.838305624;85.95416;1.548532181;85.46387;1.211451796
3.411573272;83.69584;1.602326276;94.16256;0.850823052;85.97229;1.492014057;85.42507;1.257048704
